npc_id,sprite_label,map_location_label,npc_type,flag_condition,sprite,x_tile,y_tile,x_pixel_abs,y_pixel_abs
283,girl_blonde_ponytail,Twoson_Houses_Northwest-Green-Roof_1F_2F,person,always,127,227,247,7288,7904
284,cat,Twoson_Houses_Southeast-Green-Roof_1F,person,always,131,220,255,7069,8161
285,man_glasses_orange-cardigan,Twoson_Houses_Southeast-Green-Roof_1F,person,always,64,219,255,7016,8168
286,atm-machine,Twoson_Department Store_1F,object,always,259,219,233,7032,7456
287,phone_payphone_left,Twoson_Department Store_1F,person,always,216,218,233,6992,7472
288,lookalike_marcie,Twoson_Department Store_1F,person,always,141,221,233,7088,7456
289,woman_blonde_blue-blazer,Twoson_Department Store_1F,person,always,65,222,233,7120,7456
290,man_blonde_blue-blazer,Twoson_Department Store_1F,person,always,70,220,234,7056,7512
291,woman_pink-maid-outfit,Twoson_Department Store_1F,person,always,142,205,227,6568,7288
292,chef,Twoson_Department Store_1F,person,always,137,210,226,6720,7240
293,woman_cane_pink-dress,Twoson_Department Store_1F,person,always,53,205,230,6576,7360
294,woman_black-hair_red-clothes,Twoson_Department Store_1F,person,always,116,209,230,6704,7360
295,lookalike_marcie,Twoson_Department Store_1F,person,always,141,219,219,7012,7009
296,man_glasses_orange-cardigan,Twoson_Department Store_1F,person,always,64,220,219,7048,7016
297,girl_black-hair_red-jumper,Twoson_Department Store_1F,person,~MASTER_BELCH_DEFEATED,121,220,222,7048,7120
298,man_blonde_blue-oxford,Twoson_Department Store_1F,person,always,112,222,220,7128,7056
299,girl_blonde_pink-dress,Twoson_Department Store_1F,person,always,120,211,227,6752,7264
300,lookalike_pigpen,Twoson_Department Store_1F,person,always,115,218,221,6984,7072
301,lookalike_teddy,Twoson_Department Store_1F,person,always,118,219,233,7016,7480
302,atm-machine,Twoson_Department Store_1F,object,always,259,221,220,7096,7040
303,woman_blonde_red-dress,Twoson,person,always,68,39,201,1248,6440
304,man_hat_blue-suit,Twoson,person,always,55,59,216,1912,6912
305,boy_fedora,Twoson,person,always,126,86,221,2768,7080
306,lookalike_mr-t,Twoson,person,always,79,55,204,1768,6552
307,woman_cane_pink-dress,Twoson,person,always,53,49,206,1588,6610
308,prettyman,Twoson,person,always,59,83,222,2664,7128
309,girl_blonde_pink-dress,Twoson,person,always,120,80,223,2568,7160
310,ruffini,Twoson,person,always,130,68,210,2204,6720
311,rastaman,Twoson,person,always,78,46,217,1480,6952
312,lookalike_pigpen,Twoson,person,always,115,48,217,1560,6952
313,lookalike_shy-guy-mask,Twoson,person,always,119,43,218,1392,6992
314,man_blonde_resortwear,Twoson,person,always,71,48,215,1544,6880
315,lookalike_teddy,Twoson,person,always,118,54,216,1728,6912
316,chef,Twoson,person,always,137,50,218,1616,6976
317,snake-salesman,Twoson,person,always,96,51,215,1632,6880
318,woman_cane_pink-dress,Twoson,person,always,53,45,220,1440,7040
319,orange-kid,Twoson,person,APPLE_KID_IN_BURGLIN_PARK,175,62,227,2000,7288
320,runaway-5_lucky,Twoson,person,RUNAWAY_BUS_FROM_TWOSON_TO_THREED,149,69,205,2224,6576
321,paula's-dad,Twoson,person,PAULAS_DAD_OUTSIDE,155,65,221,2100,7085
322,man_blonde_i-love-ny-shirt,Twoson,person,~QUEUE_OUTSIDE_CHAOS_THEATER,114,66,204,2118,6544
323,lookalike_teddy,Twoson,person,Unknown Flag,118,64,220,2052,7065
324,lookalike_mr-t,Twoson,person,always,79,47,214,1520,6848
325,man_orange-hair_sunglasses,Twoson,person,always,117,55,213,1776,6840
326,man_glasses_orange-cardigan,Twoson,person,~QUEUE_OUTSIDE_CHAOS_THEATER,64,68,204,2192,6531
327,woman_blonde_red-dress,Twoson,person,~QUEUE_OUTSIDE_CHAOS_THEATER,68,67,203,2151,6525
328,runaway-5_lucky,Twoson,person,~QUEUE_OUTSIDE_CHAOS_THEATER,149,72,204,2328,6528
329,runaway-5_gorgeous,Twoson,person,~QUEUE_OUTSIDE_CHAOS_THEATER,150,73,203,2352,6512
330,lookalike_teddy,Twoson,person,~VISITED_THREED,118,38,271,1232,8688
331,man_redhead_green-oxford,Twoson,person,always,113,57,197,1840,6320
332,girl_blonde_pink-dress,Twoson,person,~PARTY_IS_ROBOTIFIED,120,62,224,1989,7192
333,girl_blonde_yellow-dress,Twoson,person,~PARTY_IS_ROBOTIFIED,122,61,224,1952,7192
334,everdred,Twoson,person,~EVERDRED_NOT_AT_ROOF,157,42,214,1368,6872
335,monster_mouse,Twoson,person,APPLE_KID_IN_BURGLIN_PARK,281,39,221,1264,7088
336,apple-kid,Twoson,person,APPLE_KID_IN_BURGLIN_PARK,176,41,221,1312,7072
337,cat_sleeping,Twoson,person,~GIYGAS_DEFEATED,363,66,219,2124,7008
338,hippy,Twoson,person,always,361,50,213,1608,6832
339,man_hat_black-suit,Twoson,person,always,63,76,222,2448,7104
340,man_blonde_blue-blazer,Twoson,person,GIYGAS_DEFEATED,70,70,204,2256,6544
341,boy_blue-ballcap,Twoson,person,~PARTY_IS_ROBOTIFIED,123,65,222,2080,7120
342,woman_blonde_red-dress,Twoson,person,always,68,50,214,1624,6848
343,helpful-mole,Twoson,person,always,188,39,189,1272,6064
344,monster_ghost,Transitions_Twoson to Threed_Tunnel-A,person,~MASTER_BELCH_DEFEATED,305,216,318,6936,10176
345,monster_ghost,Transitions_Twoson to Threed_Tunnel-A,person,~MASTER_BELCH_DEFEATED,305,215,319,6888,10216
346,monster_ghost,Transitions_Twoson to Threed_Tunnel-A,person,~MASTER_BELCH_DEFEATED,305,232,319,7424,10216
347,monster_ghost,Transitions_Twoson to Threed_Tunnel-A,person,~MASTER_BELCH_DEFEATED,305,236,318,7552,10176
348,monster_ghost,Transitions_Twoson to Threed_Tunnel-A,person,~MASTER_BELCH_DEFEATED,305,196,318,6272,10176
349,monster_ghost,Transitions_Twoson to Threed_Tunnel-A,person,~MASTER_BELCH_DEFEATED,305,200,319,6400,10216
350,bench,Twoson,object,always,198,76,224,2440,7168
351,bench,Twoson,object,always,198,65,220,2093,7063
352,sign_bus-stop,Twoson,object,always,202,77,224,2472,7168
353,mailbox,Twoson,object,always,227,75,209,2408,6712
354,mailbox,Twoson,object,always,227,63,221,2041,7097
355,mailbox,Twoson,object,always,227,67,233,2168,7480
356,streetsign_rural,Twoson,object,always,231,86,222,2760,7128
357,sportscar,Twoson,person,always,255,50,198,1600,6360
358,van,Twoson,object,always,208,62,205,1992,6568
359,bicycle,Twoson,object,always,211,46,204,1488,6528
360,taxi,Twoson,object,always,206,42,205,1368,6584
361,sign_apple-kid,Twoson,object,always,403,59,230,1888,7376
362,streetsign_city,Twoson,object,always,204,62,199,1984,6368
363,streetsign_city,Twoson,object,always,204,60,204,1920,6544
364,streetsign_city,Twoson,object,always,204,50,206,1616,6592
365,sign_orange-kid,Twoson,object,always,404,63,226,2032,7256
366,streetsign_city,Twoson,object,always,204,70,206,2253,6592
367,hotel_sign,Twoson,object,always,442,44,204,1416,6544
368,streetsign_city,Twoson,object,always,204,57,222,1824,7120
369,sign_burglin-park,Twoson,object,always,433,58,215,1872,6904
370,streetsign_city,Twoson,object,always,204,67,224,2144,7168
371,banana,Twoson,object,always,224,44,220,1424,7048
372,banana,Twoson,object,always,224,45,220,1456,7048
373,bus_runaway-5,Twoson,object,RUNAWAY_BUS_FROM_TWOSON_TO_THREED,243,67,205,2173,6576
374,bus_runaway-5,Twoson,object,~RUNAWAY_FIVE_FREE_FROM_CHAOS_THEATER,243,72,203,2304,6520
375,monster_mani-mani-statue,Happy Happy Village_Happy Happy HQ_1F_Reception_Carpainter,object,always,293,236,58,7555,1862
376,carpainter,Happy Happy Village_Happy Happy HQ_1F_Reception_Carpainter,person,always,159,236,59,7552,1904
377,man_hat_blue-suit,Happy Happy Village_Happy Happy HQ_1F_Reception,person,always,55,251,54,8048,1728
378,happy-happyist,Happy Happy Village_Happy Happy HQ_1F,person,~CARPAINTER_DEFEATED,101,252,74,8072,2376
379,happy-happyist,Happy Happy Village_Happy Happy HQ_1F,person,~CARPAINTER_DEFEATED,101,250,72,8008,2328
380,happy-happyist,Happy Happy Village_Happy Happy HQ_1F,person,~CARPAINTER_DEFEATED,101,250,74,8008,2376
381,happy-happyist,Happy Happy Village_Happy Happy HQ_1F,person,~CARPAINTER_DEFEATED,101,248,74,7946,2395
382,happy-happyist,Happy Happy Village_Happy Happy HQ_1F,person,~CARPAINTER_DEFEATED,101,248,73,7944,2360
383,happy-happyist,Happy Happy Village_Happy Happy HQ_1F,person,~CARPAINTER_DEFEATED,101,246,73,7896,2344
384,happy-happyist,Happy Happy Village_Happy Happy HQ_1F,person,~CARPAINTER_DEFEATED,101,245,72,7846,2313
385,happy-happyist,Happy Happy Village_Happy Happy HQ_1F,person,~HH_HQ_CULTIST_1_DEFEATED,101,248,71,7938,2285
386,happy-happyist,Happy Happy Village_Happy Happy HQ_1F,person,~HH_HQ_CULTIST_2_DEFEATED,101,245,74,7864,2392
387,happy-happyist,Happy Happy Village_Happy Happy HQ_1F,person,~HH_HQ_CULTIST_3_DEFEATED,101,245,73,7847,2346
388,happy-happyist,Happy Happy Village_Happy Happy HQ_1F,person,~HH_HQ_CULTIST_4_DEFEATED,101,242,70,7768,2264
389,happy-happyist,Happy Happy Village_Happy Happy HQ_1F,person,~HH_HQ_CULTIST_5_DEFEATED,101,243,73,7776,2360
390,happy-happyist,Happy Happy Village_Happy Happy HQ_1F,person,~HH_HQ_CULTIST_6_DEFEATED,101,238,73,7616,2352
391,happy-happyist,Happy Happy Village_Happy Happy HQ_1F,person,~CARPAINTER_DEFEATED,101,241,75,7712,2416
392,happy-happyist,Happy Happy Village_Happy Happy HQ_1F,person,~CARPAINTER_DEFEATED,101,241,71,7736,2288
393,happy-happyist,Happy Happy Village_Happy Happy HQ_1F,person,~CARPAINTER_DEFEATED,101,239,71,7656,2288
394,happy-happyist,Happy Happy Village_Happy Happy HQ_1F,person,CARPAINTER_DEFEATED,101,240,72,7696,2320
395,happy-happyist,Happy Happy Village_Happy Happy HQ_1F,person,CARPAINTER_DEFEATED,101,241,73,7720,2344
396,happy-happyist,Happy Happy Village_Happy Happy HQ_1F,person,CARPAINTER_DEFEATED,101,249,71,7976,2280
397,lookalike_teddy,Happy Happy Village_Town Hall_1F,person,always,118,234,67,7488,2160
398,rastaman,Happy Happy Village_Town Hall_1F,person,always,78,234,67,7504,2152
399,man_blonde_black-suit,Happy Happy Village_Town Hall_1F,person,~CARPAINTER_DEFEATED,61,236,66,7576,2136
400,woman_blonde_blue-blazer,Happy Happy Village_Town Hall_1F,person,~CARPAINTER_DEFEATED,65,236,66,7552,2136
401,happy-happyist,Happy Happy Village_Town Hall_1F,person,~CARPAINTER_DEFEATED,101,236,66,7568,2112
402,mr-saturn,Happy Happy Village_Mr Saturn's House_1F,person,always,171,250,63,8016,2040
403,man_glasses_orange-cardigan,Happy Happy Village_Drug Store_1F,person,always,64,222,54,7104,1736
404,man_cane_green-jacket,Happy Happy Village_Drug Store_1F,person,always,52,220,54,7066,1739
405,woman_blonde_black-dress,Happy Happy Village_Drug Store_1F,person,always,178,218,54,6984,1736
406,atm-machine,Happy Happy Village_Drug Store_1F,object,always,259,219,54,7016,1728
407,phone_payphone_left,Happy Happy Village_Drug Store_1F,person,always,216,219,55,7032,1776
408,prettyman,Happy Happy Village_Hotel_1F,person,always,59,221,50,7088,1616
409,doctor,Happy Happy Village_Hospital_1F,person,always,139,236,54,7576,1744
410,nurse,Happy Happy Village_Hospital_1F,person,always,140,237,54,7608,1752
411,pokey,Happy-Happy-Village,person,POKEY_OUTSIDE_HH_HQ,44,116,245,3736,7856
412,maxwell-labs,Happy-Happy-Village,person,~FOOD_STAND_MONITOR_DEFEATED,69,126,243,4040,7776
413,woman_black-hair_red-clothes,Happy-Happy-Village,person,always,116,116,243,3736,7776
414,hippy,Happy-Happy-Village,person,always,361,112,250,3592,8000
415,man_bald_black-suit,Happy-Happy-Village,person,always,56,124,254,3992,8136
416,man_blonde_blue-blazer,Happy-Happy-Village,person,always,70,128,242,4096,7768
417,saxophonist,Happy-Happy-Village,person,always,77,127,246,4064,7888
418,woman_blonde_blue-blazer,Happy-Happy-Village,person,always,65,120,247,3856,7920
419,cow,Happy-Happy-Village,person,always,134,118,253,3800,8119
420,girl_blonde_yellow-dress,Happy-Happy-Village,person,always,122,113,243,3640,7800
421,lookalike_pigpen,Happy-Happy-Village,person,always,115,130,240,4184,7704
422,woman_blonde_red-dress,Happy-Happy-Village,person,always,68,122,242,3920,7760
423,man_glasses_orange-cardigan,Happy-Happy-Village,person,always,64,129,257,4152,8232
424,lookalike_shy-guy-mask,Happy-Happy-Village,person,always,119,114,256,3664,8216
425,healer,Happy-Happy-Village,person,always,189,130,250,4176,8016
426,carpainter,Happy-Happy-Village,person,MASTER_BELCH_DEFEATED,159,117,253,3752,8120
427,helpful-mole,Happy-Happy-Village,person,always,188,114,235,3664,7536
428,mailbox,Happy-Happy-Village,object,always,227,119,240,3808,7696
429,mailbox,Happy-Happy-Village,object,always,227,129,251,4136,8040
430,mailbox,Happy-Happy-Village,object,always,227,113,254,3640,8152
431,bicycle,Happy-Happy-Village,object,always,211,130,238,4168,7632
432,sign_small,Twoson,object,always,213,112,221,3600,7096
433,sign_small,Happy-Happy-Village,object,always,213,124,242,3986,7746
434,banana,Happy-Happy-Village,object,~CARPAINTER_DEFEATED,224,124,241,3984,7720
435,sign_small,Happy-Happy-Village,object,always,213,128,238,4096,7616
436,door_jail-cell,Peaceful Rest Valley_Paula's Cabin_1F,person,~PAULA_JOINS,249,218,306,7000,9808
437,paula,Peaceful Rest Valley_Paula's Cabin_1F,person,~PAULA_JOINS,2,217,305,6964,9789
438,teddy-bear_1,Peaceful Rest Valley_Paula's Cabin_1F,object,~PAULA_JOINS,51,220,306,7040,9792
439,pokey,Peaceful-Rest-Valley,person,POKEY_OUTSIDE_PAULA_CABIN,44,181,41,5816,1312
440,happy-happyist,Peaceful-Rest-Valley,person,POKEY_OUTSIDE_PAULA_CABIN,101,181,41,5792,1328
441,happy-happyist,Peaceful-Rest-Valley,person,POKEY_OUTSIDE_PAULA_CABIN,101,182,41,5840,1336
442,monster_crow,Peaceful-Rest-Valley,person,POKEY_OUTSIDE_PAULA_CABIN,282,180,41,5776,1336
443,man_hat_blue-suit,Peaceful-Rest-Valley,person,~CARPAINTER_DEFEATED,55,154,58,4947,1860
444,girl_black-hair_red-jumper,Peaceful-Rest-Valley,person,always,121,132,72,4240,2304
445,man_glasses_orange-cardigan,Peaceful-Rest-Valley,person,CARPAINTER_DEFEATED,64,153,58,4904,1856
446,entertainers-shack-door,Peaceful-Rest-Valley,person,always,381,155,36,4976,1176
447,entertainers-shack-door,Peaceful-Rest-Valley,person,always,381,182,38,5848,1216
448,helpful-mole,Peaceful-Rest-Valley,person,always,188,140,69,4504,2224
449,streetsign_rural,Peaceful-Rest-Valley,object,always,231,150,58,4808,1856
450,pencil-statue,Peaceful-Rest-Valley,object,~PEACEFUL_REST_PENCIL_ERASED,265,145,43,4648,1400
451,monster_your-sanctuary,Happy Happy Village_Lilliput Steps_1F,person,~CONQUERED_SANCTUARY_2,333,124,35,3984,1120
452,ness_unconscious,Happy Happy Village_Lilliput Steps_1F_Hallway,person,JUST_WOKE_UP_FROM_MAGICANT,16,97,256,3105,8218
453,paula,Happy Happy Village_Lilliput Steps_1F_Hallway,person,JUST_WOKE_UP_FROM_MAGICANT,2,96,256,3075,8196
454,jeff,Happy Happy Village_Lilliput Steps_1F_Hallway,person,JUST_WOKE_UP_FROM_MAGICANT,3,97,256,3112,8192
455,poo,Happy Happy Village_Lilliput Steps_1F_Hallway,person,JUST_WOKE_UP_FROM_MAGICANT,4,98,256,3139,8208
456,woman_blonde_red-blazer,Threed_Circus Tent_1F,person,~ZOMBIES_ON_TENT_FLOOR,66,253,316,8115,10114
457,man_glasses_orange-cardigan,Threed_Circus Tent_1F,person,~NERDY_GUY_AND_FAT_GUY_AT_CIRCUS_TENT,64,252,314,8091,10057
458,woman_blonde_blue-blazer,Threed_Circus Tent_1F,person,~ZOMBIES_ON_TENT_FLOOR,65,249,319,7997,10213
459,prettyman,Threed_Circus Tent_1F,person,~NERDY_GUY_AND_FAT_GUY_AT_CIRCUS_TENT,59,254,314,8135,10073
460,monster_zombie,Threed_Circus Tent_1F,person,MASTER_BELCH_DEFEATED,308,248,316,7962,10130
461,monster_zombie,Threed_Circus Tent_1F,person,MASTER_BELCH_DEFEATED,308,249,314,7996,10061
462,monster_zombie,Threed_Circus Tent_1F,person,MASTER_BELCH_DEFEATED,308,249,316,7984,10112
463,monster_zombie_lying-head-right,Threed_Circus Tent_1F,person,ZOMBIES_ON_TENT_FLOOR,438,251,315,8060,10104
464,monster_zombie_lying-head-right,Threed_Circus Tent_1F,person,ZOMBIES_ON_TENT_FLOOR,438,254,316,8147,10132
465,monster_zombie_lying-head-left,Threed_Circus Tent_1F,person,ZOMBIES_ON_TENT_FLOOR,334,252,316,8076,10136
466,monster_zombie_lying-head-left,Threed_Circus Tent_1F,person,ZOMBIES_ON_TENT_FLOOR,334,252,315,8092,10096
467,monster_zombie_lying-head-right,Threed_Circus Tent_1F,person,ZOMBIES_ON_TENT_FLOOR,438,250,316,8018,10129
468,monster_zombie_lying-head-left,Threed_Circus Tent_1F,person,ZOMBIES_ON_TENT_FLOOR,334,253,317,8121,10156
469,monster_zombie_lying-head-left,Threed_Circus Tent_1F,person,ZOMBIES_ON_TENT_FLOOR,334,250,317,8012,10160
470,monster_zombie_lying-head-right,Threed_Circus Tent_1F,person,ZOMBIES_ON_TENT_FLOOR,438,252,317,8084,10168
471,monster_zombie_lying-head-left,Threed_Circus Tent_1F,person,ZOMBIES_ON_TENT_FLOOR,334,251,318,8044,10176
472,monster_zombie_lying-head-left,Threed_Circus Tent_1F,person,ZOMBIES_ON_TENT_FLOOR,334,254,318,8140,10200
473,monster_zombie_lying-head-left,Threed_Circus Tent_1F,person,ZOMBIES_ON_TENT_FLOOR,334,252,319,8092,10208
474,monster_zombie_lying-head-right,Threed_Circus Tent_1F,person,ZOMBIES_ON_TENT_FLOOR,438,251,318,8036,10200
475,lookalike_teddy,Threed_Circus Tent_1F,person,JEFF_JOINS,118,248,317,7960,10168
476,man_bald_black-suit,Threed_Circus Tent_1F,person,JEFF_JOINS,56,251,314,8044,10067
477,prettyman,Threed_Skyrunner_B1F_Skyrunner-Room,person,FIXED_SKYRUNNER_THREED,59,212,314,6784,10064
478,man_glasses_orange-cardigan,Threed_Skyrunner_B1F_Skyrunner-Room,person,FIXED_SKYRUNNER_THREED,64,210,313,6720,10040
479,entertainers-shack-door,Threed_Skyrunner_B1F_Skyrunner-Room,object,~OPENED_THREED_CEMETERY_UNDREGROUND_DOOR,381,214,313,6872,10024
480,manhole,Threed_Skyrunner_B1F_Skyrunner-Room,object,FIXED_SKYRUNNER_THREED,230,211,313,6760,10032
481,sky-runner_broken,Threed_Skyrunner_B1F_Skyrunner-Room,object,BROKEN_SKYRUNNER_THREED,240,209,314,6712,10048
482,sky-runner,Threed_Skyrunner_B1F_Skyrunner-Room,object,FIXED_SKYRUNNER_THREED,209,211,313,6760,10032
483,bellhop,Threed_Hotel_1F,person,~ZOMBIE_CHICK_HOTEL_MUSIC,73,210,290,6744,9280
484,Threed-hotel-woman,Threed_Hotel_1F,person,ZOMBIE_CHICK_AT_HOTEL_1,87,210,291,6728,9320
485,man_glasses_-black-suit,Threed_Hotel_1F,person,MASTER_BELCH_DEFEATED,62,211,291,6768,9312
486,man_blonde_blue-blazer,Threed_Hotel_1F,person,MASTER_BELCH_DEFEATED,70,213,290,6824,9296
487,phone_black,Threed_Hotel_1F,person,always,215,209,289,6705,9273
488,atm-machine,Threed_Hotel_1F_ATM,object,always,259,225,290,7216,9280
489,Threed-hotel-woman,Threed_Hotel_1F_Lobby,person,ZOMBIE_CHICK_AT_HOTEL_2,87,244,290,7808,9304
490,bellhop,Threed_Hotel_1F_Lobby,person,JUST_RESTED,73,244,290,7816,9280
491,bellhop,Threed_Hotel_1F_Lobby,person,Unknown Flag,73,248,290,7944,9304
492,Threed-hotel-woman,Threed_Hotel_1F_Lobby_Left-Room,person,ZOMBIE_CHICK_AT_HOTEL_3,87,236,295,7576,9440
493,monster_zombie,Threed_Hotel_1F_Lobby_Left-Room,person,ZOMBIE_CHICK_AT_HOTEL_3,308,238,294,7632,9432
494,monster_ghost,Threed_Hotel_1F_Lobby_Left-Room,person,ZOMBIE_CHICK_AT_HOTEL_3,305,238,295,7616,9440
495,monster_zombie,Threed_Hotel_1F_Lobby_Left-Room,person,ZOMBIE_CHICK_AT_HOTEL_3,308,237,295,7608,9456
496,monster_ghost,Threed_Hotel_1F_Lobby_Left-Room,person,ZOMBIE_CHICK_AT_HOTEL_3,305,238,295,7624,9464
497,monster_zombie-dog,Threed_Hotel_1F_Lobby_Left-Room,person,ZOMBIE_CHICK_AT_HOTEL_3,364,236,295,7560,9448
498,man_blonde_black-suit,Threed_Hotel_1F_Lobby_Right-Room,person,always,61,250,295,8024,9440
499,nurse,Threed_Hospital_1F,person,always,140,210,310,6736,9920
500,man_bald_black-suit,Threed_Hospital_1F,person,always,56,211,311,6768,9960
501,healer,Threed_Hospital_1F,person,always,189,213,310,6840,9936
502,lookalike_shy-guy-mask,Threed_Hospital_1F_2F_Right-Room,person,always,119,234,290,7512,9304
503,doctor,Threed_Hospital_1F_Doctor's-Office,person,always,139,227,310,7264,9928
504,man_glasses_orange-cardigan,Threed_Drug Store_1F,person,always,64,254,302,8147,9676
505,man_cane_green-jacket,Threed_Drug Store_1F,person,always,52,253,302,8104,9672
506,atm-machine,Threed_Drug Store_1F,object,always,259,251,302,8040,9664
507,phone_payphone_left,Threed_Drug Store_1F,person,always,216,251,303,8056,9712
508,fast-food-clerk,Threed_Mach Pizza_1F,person,always,138,220,294,7040,9424
509,chef,Threed_Bakery_1F,person,always,137,251,310,8048,9920
510,hint-man,Threed_Hint Man's House_1F,person,~HINT_GUY_ABSENT,136,251,306,8048,9800
511,boy_blue-ballcap,Threed_Houses_Southeast_1F,person,VISITED_FOURSIDE,123,235,310,7520,9936
512,man_hat_black-suit,Threed_Houses_Southwest_1F,person,~MASTER_BELCH_DEFEATED,63,219,302,7008,9688
513,woman_blonde_red-blazer,Threed_Houses_Center-Northeast_1F,person,~VISITED_FOURSIDE,66,235,302,7544,9672
514,woman_blonde_red-dress,Threed_Houses_Southeast-Mailbox_1F,person,~VISITED_FOURSIDE,68,218,311,7000,9952
515,lookalike_shy-guy-mask,Threed,person,always,119,163,293,5224,9384
516,maxwell-labs,Threed,person,~MASTER_BELCH_DEFEATED,69,185,286,5920,9176
517,man_redhead_green-oxford,Threed,person,~PEOPLE_IN_THREED_ABSENT,113,166,285,5312,9128
518,girl_blonde_yellow-dress,Threed,person,~PEOPLE_IN_THREED_ABSENT,122,188,278,6024,8896
519,man_bald_black-suit,Threed,person,~ZOMBIES_ON_TENT_FLOOR,56,161,289,5152,9264
520,man_blonde_blue-oxford,Threed,person,~SLIMY_LITTLE_PILE_1_DEFEATED_AND_THREED_BLOND_GUY_BY_TENT_ABSENT,112,167,284,5368,9112
521,elevator_attendant,Threed,person,JEFF_JOINS,67,190,283,6080,9056
522,boy_blue-ballcap,Threed,person,~VISITED_FOURSIDE,123,170,286,5448,9160
523,monster_mouse,Threed,person,~MASTER_BELCH_DEFEATED,281,191,278,6136,8896
524,ruffini,Threed,person,always,130,166,303,5340,9696
525,woman_cane_pink-dress,Threed,person,~PEOPLE_IN_THREED_ABSENT,53,157,294,5024,9408
526,man_hat_green-jacket,Threed,person,~MASTER_BELCH_DEFEATED,54,188,295,6016,9448
527,lookalike_pigpen,Threed,person,JEFF_JOINS,115,172,297,5520,9504
528,girl_black-hair_red-jumper,Threed,person,MASTER_BELCH_DEFEATED,121,183,295,5864,9440
529,man_orange-hair_sunglasses,Threed,person,MASTER_BELCH_DEFEATED,117,184,295,5896,9448
530,girl_blonde_pink-dress,Threed,person,MASTER_BELCH_DEFEATED,120,184,295,5915,9471
531,monster_boogie-tent_eye,Threed,person,BOOGEY_TENT_IN_THREED,271,168,300,5392,9624
532,monster_boogie-tent_eye,Threed,person,BOOGEY_TENT_IN_THREED,271,169,300,5424,9624
533,monster_boogie-tent_mouth,Threed,person,BOOGEY_TENT_IN_THREED,272,169,301,5408,9656
534,monster_zombie,Threed,person,~ZOMBIE_GUARDS_AWAY,308,161,261,5171,8364
535,monster_zombie,Threed,person,~ZOMBIE_GUARDS_AWAY,308,162,261,5207,8353
536,arms-dealer,Threed,person,~PEOPLE_IN_THREED_ABSENT,144,168,289,5392,9248
537,man_hat_black-suit,Threed,person,ZOMBIE_CHICK_OUTSIDE_HOTEL,63,166,280,5336,8968
538,Threed-hotel-woman,Threed,person,ZOMBIE_CHICK_OUTSIDE_HOTEL,87,172,281,5512,9000
539,prettyman,Threed,person,ZOMBIES_ON_TENT_FLOOR,59,174,285,5572,9122
540,man_glasses_orange-cardigan,Threed,person,ZOMBIES_ON_TENT_FLOOR,64,174,286,5576,9168
541,woman_blonde_blue-blazer,Threed,person,ZOMBIES_ON_TENT_FLOOR,65,175,286,5616,9160
542,woman_blonde_red-blazer,Threed,person,ZOMBIES_ON_TENT_FLOOR,66,176,284,5653,9119
543,monster_zombie,Threed,person,MASTER_BELCH_DEFEATED,308,158,298,5056,9560
544,monster_zombie,Threed,person,MASTER_BELCH_DEFEATED,308,163,302,5216,9672
545,monster_zombie,Threed,person,MASTER_BELCH_DEFEATED,308,164,302,5264,9672
546,monster_ghost,Threed,person,MASTER_BELCH_DEFEATED,305,159,303,5112,9704
547,monster_ghost,Threed,person,MASTER_BELCH_DEFEATED,305,172,302,5528,9688
548,monster_dog,Threed,person,MASTER_BELCH_DEFEATED,330,174,304,5592,9736
549,entertainers-shack-door,Threed,person,~ZOMBIE_GUARDS_AWAY,381,163,261,5221,8381
550,entertainers-shack-door,Threed,person,~ZOMBIE_GUARDS_AWAY,381,162,262,5208,8392
551,lookalike_pigpen,Threed,person,~Unknown Flag,115,174,281,5568,8992
552,woman_blonde_red-dress,Threed,person,HAPPY_THREED_PEOPLE,68,154,262,4932,8385
553,man_hat_blue-suit,Threed,person,HAPPY_THREED_PEOPLE,55,152,262,4888,8392
554,woman_blonde_blue-blazer,Threed,person,HAPPY_THREED_PEOPLE,65,154,263,4937,8425
555,man_blonde_blue-blazer,Threed,person,HAPPY_THREED_PEOPLE,70,153,263,4896,8440
556,man_glasses_orange-cardigan,Threed,person,HAPPY_THREED_PEOPLE,64,170,271,5456,8680
557,man_blonde_blue-oxford,Threed,person,HAPPY_THREED_PEOPLE,112,196,293,6296,9392
558,girl_blonde_pink-dress,Threed,person,HAPPY_THREED_PEOPLE,120,171,273,5472,8752
559,prettyman,Threed,person,HAPPY_THREED_PEOPLE,59,169,276,5408,8832
560,boy_baseball-helmet,Threed,person,HAPPY_THREED_PEOPLE,124,171,274,5480,8784
561,man_orange-hair_sunglasses,Threed,person,HAPPY_THREED_PEOPLE,117,157,266,5032,8536
562,lookalike_pigpen,Threed,person,MASTER_BELCH_DEFEATED,115,160,282,5144,9032
563,man_hat_black-suit,Threed,person,DETECTIVE_IN_THREED,63,195,274,6240,8792
564,man_mohawk_punk-clothes,Threed,person,PUNK_GUY_OUTSIDE_HIS_HOUSE_THREED,85,195,280,6256,8976
565,lookalike_teddy,Threed,person,MEN_ABOUT_TO_ENTER_CIRCUS_TENT,118,172,286,5532,9159
566,man_bald_black-suit,Threed,person,MEN_ABOUT_TO_ENTER_CIRCUS_TENT,56,177,286,5664,9168
567,entertainers-shack-door,Threed,person,always,381,179,260,5752,8336
568,entertainers-shack-door,Threed,person,always,381,175,284,5600,9112
