address,dialogue
; $C63388
L_C63388:
- has already reached [GOTO]
maximum level.-That's just fine, but...[GOTO]
; $C633C9
L_C633C9:
-Anyway, what do you need from me?; $C63407
L_C63407:
-Good luck![GOTO]
; $C63415
L_C63415:
-All done.-Your dear old dad was also thinking about hitting the hay for the night.-I have created a record of your adventure to this point.-Good night, sleep tight.; $C63494
L_C63494:
; $C634B4
L_C634B4:
--But, I don't think it's good to work too hard.; $C634EA
L_C634EA:
-(Click! Beep-beep-beep...)c63388,"- has already reached [GOTO]
maximum level.-That's just fine, but...[GOTO]
; $C633C9
L_C633C9:
-Anyway, what do you need from me?; $C63407
L_C63407:
-Good luck![GOTO]
; $C63415
L_C63415:
-All done.-Your dear old dad was also thinking about hitting the hay for the night.-I have created a record of your adventure to this point.-Good night, sleep tight.; $C63494
L_C63494:
; $C634B4
L_C634B4:
--But, I don't think it's good to work too hard.; $C634EA
L_C634EA:
-(Click! Beep-beep-beep...)c633c9,"-Anyway, what do you need from me?; $C63407
L_C63407:
-Good luck![GOTO]
; $C63415
L_C63415:
-All done.-Your dear old dad was also thinking about hitting the hay for the night.-I have created a record of your adventure to this point.-Good night, sleep tight.; $C63494
L_C63494:
; $C634B4
L_C634B4:
--But, I don't think it's good to work too hard.; $C634EA
L_C634EA:
-(Click! Beep-beep-beep...)c63407,"-Good luck![GOTO]
; $C63415
L_C63415:
-All done.-Your dear old dad was also thinking about hitting the hay for the night.-I have created a record of your adventure to this point.-Good night, sleep tight.; $C63494
L_C63494:
; $C634B4
L_C634B4:
--But, I don't think it's good to work too hard.; $C634EA
L_C634EA:
-(Click! Beep-beep-beep...)c63415,"-All done.-Your dear old dad was also thinking about hitting the hay for the night.-I have created a record of your adventure to this point.-Good night, sleep tight.; $C63494
L_C63494:
; $C634B4
L_C634B4:
--But, I don't think it's good to work too hard.; $C634EA
L_C634EA:
-(Click! Beep-beep-beep...)c63494,"; $C634B4
L_C634B4:
--But, I don't think it's good to work too hard.; $C634EA
L_C634EA:
-(Click! Beep-beep-beep...)c634b4,"--But, I don't think it's good to work too hard.; $C634EA
L_C634EA:
-(Click! Beep-beep-beep...)c634ea,"-(Click! Beep-beep-beep...)c63506,"-We're a great team, aren't we?-Well, you should turn the power OFF instead of just pressing RESET.-All right?c6354b,"-Who is this?! Do you have a cold or something?-Your voice sounds kind of funny.-Oh, well. That's OK.[END]"
c63593,"-I hope you get over your cold soon.[END]"
c635b4,"[END]"
c635bd,"-Hi, it's your dad! To get to the next level...-Ha hah ha hah! I guess I don't need to tell you this any more!-... Next week will be your birthday, -I'm trying very hard to be home for that big day!-I'll be sure to get you a good present!-I've been following your adventures closely,-but I want to hear about them from you, in person.-You sound a lot more... mature over the phone.-...Well, I'll see you at home, then.-Bye! (Click! Beep-beep-beep...)[END]"
c636e5,"[GOTO]
[GOTO]
[GOTO]
[GOTO]
[GOTO]
[GOTO]
[GOTO]
[GOTO]
[GOTO]
[GOTO]
[GOTO]
; $C6372D
L_C6372D:
[GOTO]
; $C63756
L_C63756:
[GOTO]
[GOTO]
[END]"
c6372d,"[GOTO]
; $C63756
L_C63756:
[GOTO]
[GOTO]
[END]"
c63756,"[GOTO]
[GOTO]
[END]"
c63761,"[GOTO]
[GOTO]
[END]"
c63786,"[GOTO]
[GOTO]
; $C63790
L_C63790:
[GOTO]
; $C6379F
L_C6379F:
[GOTO]
- Do you need anything else?[GOTO]
[GOTO]
; $C637E8
L_C637E8:
-Select an item.[GOTO]
- Do you need anything else?[GOTO]
[GOTO]
; $C63848
L_C63848:
-Select an item.[GOTO]
-; $C63888
L_C63888:
-Just to confirm, you're expecting delivery of the and L_C638D4:
-Is that correct?[GOTO]
[GOTO]
; $C638F8
L_C638F8:
[GOTO]
[GOTO]
[END]"
c63790,"[GOTO]
; $C6379F
L_C6379F:
[GOTO]
- Do you need anything else?[GOTO]
[GOTO]
; $C637E8
L_C637E8:
-Select an item.[GOTO]
- Do you need anything else?[GOTO]
[GOTO]
; $C63848
L_C63848:
-Select an item.[GOTO]
-; $C63888
L_C63888:
-Just to confirm, you're expecting delivery of the and L_C638D4:
-Is that correct?[GOTO]
[GOTO]
; $C638F8
L_C638F8:
[GOTO]
[GOTO]
[END]"
c6379f,"[GOTO]
- Do you need anything else?[GOTO]
[GOTO]
; $C637E8
L_C637E8:
-Select an item.[GOTO]
- Do you need anything else?[GOTO]
[GOTO]
; $C63848
L_C63848:
-Select an item.[GOTO]
-; $C63888
L_C63888:
-Just to confirm, you're expecting delivery of the and L_C638D4:
-Is that correct?[GOTO]
[GOTO]
; $C638F8
L_C638F8:
[GOTO]
[GOTO]
[END]"
c637e8,"-Select an item.[GOTO]
- Do you need anything else?[GOTO]
[GOTO]
; $C63848
L_C63848:
-Select an item.[GOTO]
-; $C63888
L_C63888:
-Just to confirm, you're expecting delivery of the and L_C638D4:
-Is that correct?[GOTO]
[GOTO]
; $C638F8
L_C638F8:
[GOTO]
[GOTO]
[END]"
c63848,"-Select an item.[GOTO]
-; $C63888
L_C63888:
-Just to confirm, you're expecting delivery of the and L_C638D4:
-Is that correct?[GOTO]
[GOTO]
; $C638F8
L_C638F8:
[GOTO]
[GOTO]
[END]"
c63888,"-Just to confirm, you're expecting delivery of the and L_C638D4:
-Is that correct?[GOTO]
[GOTO]
; $C638F8
L_C638F8:
[GOTO]
[GOTO]
[END]"
c638d4,"-Is that correct?[GOTO]
[GOTO]
; $C638F8
L_C638F8:
[GOTO]
[GOTO]
[END]"
c638f8,"[GOTO]
[GOTO]
[END]"
c6390c,"[GOTO]
[GOTO]
; $C63916
L_C63916:
-We're not storing any of [GOTO]
; $C6393E
L_C6393E:
[GOTO]
-Well, please start over again.[GOTO]
; $C63958
L_C63958:
[GOTO]
[GOTO]
[END]"
c63916,"-We're not storing any of [GOTO]
; $C6393E
L_C6393E:
[GOTO]
-Well, please start over again.[GOTO]
; $C63958
L_C63958:
[GOTO]
[GOTO]
[END]"
c6393e,"[GOTO]
-Well, please start over again.[GOTO]
; $C63958
L_C63958:
[GOTO]
[GOTO]
[END]"
c63958,"[GOTO]
[GOTO]
[END]"
c63963,"-Hello! This is Escargo Express.[GOTO]
[GOTO]
-Oh, is that you, Big Bro!-It's me, Tracy.-I'm working part-time for Escargo Express.; $C639C9
L_C639C9:
[END]"
c639c9,[END]
c639ca,"-Hello! This is Escargo Express.-Tracy doesn't work here any more. Yeah, she used to work here, part-time.-Hunh? This is Tracy's big brother?-I've heard about the great work you're doing.-It's an honor to talk to you, sir!-Oh, you're calling for a delivery? I'm very sorry.-My wife is out on maternity leave, so I'm taking care of my other kid.-I decided to take some time off from the delivery business.-It's right next to the fridge! Put it into the microwave... ...that's it.-...Sorry about that.-I'm a little busy right now, as you heard.-I really would like to hear some of your stories.-Zoicks! That was the dog's food!-*Crash!* Hey, hey! Now look what you've done!-...I'm sorry. I have to go. Good bye. (Click!)[END]"
c63ba1,"[GOTO]
-What can I do for you?[END]"
c63bb7,"-What do you need?[END]"
c63bc1,"[GOTO]
[GOTO]
[GOTO]
-Come again.c63bdc,-Please come again.c63be4,"-Well, come again.c63bec,"[GOTO]
-You want us to store something for you?-We'll send someone over immediately to pick it up.c63c2a,"-Well, I'll pick it up personally. Who am I? I'm the president!c63c59,"[GOTO]
-I'm very sorry. Our storage lockers are all full right now.[END]"
c63c86,"-I'm sorry. Our storage lockers are all full right now.[END]"
c63ca8,"[GOTO]
-You would like us to deliver something? We can deliver up to three things.-Please select the goods you want.c63cea,"-You would like us to deliver something? We can deliver up to three things.-Please select the goods you want.c63d25,"[GOTO]
-We'll send someone over right away!c63d40,"-I'll come and help you personally![END]"
c63d54,"[GOTO]
[GOTO]
[GOTO]
-Hey big brother we don't have any of your stuff in storage right now.[END]"
c63d93,", we do not have anything stored for someone-by the name of [END]"
c63dc8,"-I don't think we have anything of yours in storage.[END]"
c63de3,"[GOTO]
-Hello! This is Escargo Express.-I'm very sorry, but all our delivery people are out, serving other customers.-We can't take any delivery orders right now.-Please call back a little later.c63e5a,"-Hello, you have reached Escargo Express.-All of our staff members are currently out of the office.-Please call again. This is a recording.c63eb0,"[GOTO]
[GOTO]
-Hello, this is Escargo Express!-Your delivery charge is $18.-You can cover the bill, right?[GOTO]
; $C63F1F
L_C63F1F:
-Oh, I see. Please try us again.[GOTO]
[GOTO]
[END]"
c63f1f,"-Oh, I see. Please try us again.[GOTO]
[GOTO]
[END]"
c63f42,"-Hi, I'm from Escargo Express.-I'm here to pick up your stuff.[GOTO]
; $C63F74
L_C63F74:
; $C63F80
L_C63F80:
-What do you want me to take?-I can take up to three things.; $C63FA2
L_C63FA2:
[GOTO]
[GOTO]
[GOTO]
Will there be anything else?[GOTO]
[GOTO]
; $C63FFD
L_C63FFD:
-What do you want me to take?L_C6400A:
[GOTO]
[GOTO]
[GOTO]
Will there be anything else?[GOTO]
[GOTO]
; $C64066
L_C64066:
-Which one do you want me to take?L_C64078:
[GOTO]
[GOTO]
[GOTO]
; $C640A1
L_C640A1:
-Let me just confirm your request. You want me to take the and the L_C640F1:
-Is this correct?[GOTO]
[GOTO]
; $C64116
L_C64116:
[GOTO]
-All right, certainly, thanks a lot![GOTO]
[GOTO]
[END]"
c63f74,"; $C63F80
L_C63F80:
-What do you want me to take?-I can take up to three things.; $C63FA2
L_C63FA2:
[GOTO]
[GOTO]
[GOTO]
Will there be anything else?[GOTO]
[GOTO]
; $C63FFD
L_C63FFD:
-What do you want me to take?L_C6400A:
[GOTO]
[GOTO]
[GOTO]
Will there be anything else?[GOTO]
[GOTO]
; $C64066
L_C64066:
-Which one do you want me to take?L_C64078:
[GOTO]
[GOTO]
[GOTO]
; $C640A1
L_C640A1:
-Let me just confirm your request. You want me to take the and the L_C640F1:
-Is this correct?[GOTO]
[GOTO]
; $C64116
L_C64116:
[GOTO]
-All right, certainly, thanks a lot![GOTO]
[GOTO]
[END]"
c63f80,"-What do you want me to take?-I can take up to three things.; $C63FA2
L_C63FA2:
[GOTO]
[GOTO]
[GOTO]
Will there be anything else?[GOTO]
[GOTO]
; $C63FFD
L_C63FFD:
-What do you want me to take?L_C6400A:
[GOTO]
[GOTO]
[GOTO]
Will there be anything else?[GOTO]
[GOTO]
; $C64066
L_C64066:
-Which one do you want me to take?L_C64078:
[GOTO]
[GOTO]
[GOTO]
; $C640A1
L_C640A1:
-Let me just confirm your request. You want me to take the and the L_C640F1:
-Is this correct?[GOTO]
[GOTO]
; $C64116
L_C64116:
[GOTO]
-All right, certainly, thanks a lot![GOTO]
[GOTO]
[END]"
c63fa2,"[GOTO]
[GOTO]
[GOTO]
Will there be anything else?[GOTO]
[GOTO]
; $C63FFD
L_C63FFD:
-What do you want me to take?L_C6400A:
[GOTO]
[GOTO]
[GOTO]
Will there be anything else?[GOTO]
[GOTO]
; $C64066
L_C64066:
-Which one do you want me to take?L_C64078:
[GOTO]
[GOTO]
[GOTO]
; $C640A1
L_C640A1:
-Let me just confirm your request. You want me to take the and the L_C640F1:
-Is this correct?[GOTO]
[GOTO]
; $C64116
L_C64116:
[GOTO]
-All right, certainly, thanks a lot![GOTO]
[GOTO]
[END]"
c63ffd,"-What do you want me to take?L_C6400A:
[GOTO]
[GOTO]
[GOTO]
Will there be anything else?[GOTO]
[GOTO]
; $C64066
L_C64066:
-Which one do you want me to take?L_C64078:
[GOTO]
[GOTO]
[GOTO]
; $C640A1
L_C640A1:
-Let me just confirm your request. You want me to take the and the L_C640F1:
-Is this correct?[GOTO]
[GOTO]
; $C64116
L_C64116:
[GOTO]
-All right, certainly, thanks a lot![GOTO]
[GOTO]
[END]"
c6400a,"[GOTO]
[GOTO]
[GOTO]
Will there be anything else?[GOTO]
[GOTO]
; $C64066
L_C64066:
-Which one do you want me to take?L_C64078:
[GOTO]
[GOTO]
[GOTO]
; $C640A1
L_C640A1:
-Let me just confirm your request. You want me to take the and the L_C640F1:
-Is this correct?[GOTO]
[GOTO]
; $C64116
L_C64116:
[GOTO]
-All right, certainly, thanks a lot![GOTO]
[GOTO]
[END]"
c64066,"-Which one do you want me to take?L_C64078:
[GOTO]
[GOTO]
[GOTO]
; $C640A1
L_C640A1:
-Let me just confirm your request. You want me to take the and the L_C640F1:
-Is this correct?[GOTO]
[GOTO]
; $C64116
L_C64116:
[GOTO]
-All right, certainly, thanks a lot![GOTO]
[GOTO]
[END]"
c64078,"[GOTO]
[GOTO]
[GOTO]
; $C640A1
L_C640A1:
-Let me just confirm your request. You want me to take the and the L_C640F1:
-Is this correct?[GOTO]
[GOTO]
; $C64116
L_C64116:
[GOTO]
-All right, certainly, thanks a lot![GOTO]
[GOTO]
[END]"
c640a1,"-Let me just confirm your request. You want me to take the and the L_C640F1:
-Is this correct?[GOTO]
[GOTO]
; $C64116
L_C64116:
[GOTO]
-All right, certainly, thanks a lot![GOTO]
[GOTO]
[END]"
c640f1,"-Is this correct?[GOTO]
[GOTO]
; $C64116
L_C64116:
[GOTO]
-All right, certainly, thanks a lot![GOTO]
[GOTO]
[END]"
c64116,"[GOTO]
-All right, certainly, thanks a lot![GOTO]
[GOTO]
[END]"
c64155,"; $C64179
L_C64179:
-Well, let's start again, shall we?; $C64192
L_C64192:
[GOTO]
[GOTO]
; $C6419C
L_C6419C:
[GOTO]
[GOTO]
; $C641A6
L_C641A6:
[GOTO]
[GOTO]
; $C641B0
L_C641B0:
-Excuse me.-We checked your records and found-that we are already storing too many of your items.-We cannot accept any more goods from you at this time.-Please contact us later when we may have space for your items.[GOTO]
[GOTO]
[END]"
c64179,"-Well, let's start again, shall we?; $C64192
L_C64192:
[GOTO]
[GOTO]
; $C6419C
L_C6419C:
[GOTO]
[GOTO]
; $C641A6
L_C641A6:
[GOTO]
[GOTO]
; $C641B0
L_C641B0:
-Excuse me.-We checked your records and found-that we are already storing too many of your items.-We cannot accept any more goods from you at this time.-Please contact us later when we may have space for your items.[GOTO]
[GOTO]
[END]"
c64192,"[GOTO]
[GOTO]
; $C6419C
L_C6419C:
[GOTO]
[GOTO]
; $C641A6
L_C641A6:
[GOTO]
[GOTO]
; $C641B0
L_C641B0:
-Excuse me.-We checked your records and found-that we are already storing too many of your items.-We cannot accept any more goods from you at this time.-Please contact us later when we may have space for your items.[GOTO]
[GOTO]
[END]"
c6419c,"[GOTO]
[GOTO]
; $C641A6
L_C641A6:
[GOTO]
[GOTO]
; $C641B0
L_C641B0:
-Excuse me.-We checked your records and found-that we are already storing too many of your items.-We cannot accept any more goods from you at this time.-Please contact us later when we may have space for your items.[GOTO]
[GOTO]
[END]"
c641a6,"[GOTO]
[GOTO]
; $C641B0
L_C641B0:
-Excuse me.-We checked your records and found-that we are already storing too many of your items.-We cannot accept any more goods from you at this time.-Please contact us later when we may have space for your items.[GOTO]
[GOTO]
[END]"
c641b0,"-Excuse me.-We checked your records and found-that we are already storing too many of your items.-We cannot accept any more goods from you at this time.-Please contact us later when we may have space for your items.[GOTO]
[GOTO]
[END]"
c64240,"-We're sorry, we cannot carry more than three items.-Please understand that it's our policy.[GOTO]
; $C6427C
L_C6427C:
-You don't have enough money.-Call us at another time.[GOTO]
[GOTO]
[END]"
c6427c,"-You don't have enough money.-Call us at another time.[GOTO]
[GOTO]
[END]"
c642a3,"[GOTO]
-I'm from Escargo Express!!-I'm here to deliver your, , and L_C642FC:
.[GOTO]
-Your charge is $18. You can pay for this, right?[GOTO]
; $C64339
L_C64339:
-Well, I need to take these things back then.-Is that OK?[GOTO]
; $C6436A
L_C6436A:
-Hmmm, what should I do?-You actually don't have any money, right?[GOTO]
[GOTO]
; $C643A7
L_C643A7:
-Okay. Call us again later.[GOTO]
[GOTO]
[END]"
c642fc,".[GOTO]
-Your charge is $18. You can pay for this, right?[GOTO]
; $C64339
L_C64339:
-Well, I need to take these things back then.-Is that OK?[GOTO]
; $C6436A
L_C6436A:
-Hmmm, what should I do?-You actually don't have any money, right?[GOTO]
[GOTO]
; $C643A7
L_C643A7:
-Okay. Call us again later.[GOTO]
[GOTO]
[END]"
c64339,"-Well, I need to take these things back then.-Is that OK?[GOTO]
; $C6436A
L_C6436A:
-Hmmm, what should I do?-You actually don't have any money, right?[GOTO]
[GOTO]
; $C643A7
L_C643A7:
-Okay. Call us again later.[GOTO]
[GOTO]
[END]"
c6436a,"-Hmmm, what should I do?-You actually don't have any money, right?[GOTO]
[GOTO]
; $C643A7
L_C643A7:
-Okay. Call us again later.[GOTO]
[GOTO]
[END]"
c643a7,"-Okay. Call us again later.[GOTO]
[GOTO]
[END]"
c643ce,"L_C643DE:
; $C6441D
L_C6441D:
[GOTO]
c643de,"; $C6441D
L_C6441D:
[GOTO]
c6441d,"[GOTO]
c6442f,"-Oh, you have too many things. Please call us again later.[GOTO]
[GOTO]
[END]"
c6445f,"-I don't think you can carry everything. the [GOTO]
; $C6449F
L_C6449F:
[END]"
c6449f,[END]
c644a0,"-I don't think you can carry everything. the and[GOTO]
[END]"
c644e3,"-Ah, I see... You don't have enough money. Call us again later.[GOTO]
[GOTO]
[END]"
c64515,"[GOTO]
[GOTO]
-Hello! This is Escargo Express. (hee, ha, he, ha)-I just (hee, ha, he, ha)couldn't find your location...-...You must be somewhere really strange.(hee, ha, he, ha)-I've decided, honestly, that... I should give up.-I'm outta here. (hee, ha, he, ha)-Sometimes this happens, you know?[GOTO]
[END]"
c645f2,"-(Click!)c64600,"-OK, here we are. Thank you![GOTO]
[GOTO]
[END]"
c6462e,"[END]"
c64633,"-I think you should keep it.-Do you have anything else you want me to take?c64650,"; $C64671
L_C64671:
[END]"
c64671,[END]
c64672,"-Oh, it's my line now? Ooops!; $C64687
L_C64687:
[GOTO]
; $C64698
L_C64698:
-What the hey? Well, see you!c64687,"[GOTO]
; $C64698
L_C64698:
-What the hey? Well, see you!c64698,"-What the hey? Well, see you!c646ae,"-What do you want me to do?; $C646BB
L_C646BB:
[GOTO]
-Well, take care and I'll talk to you later!c646bb,"[GOTO]
-Well, take care and I'll talk to you later!c646fa,"-Well, take care and talk to you later!-Oh, I said -take care-!-It just slipped out of my mouth,-just like I was talking to you when you were gone...c6474f,"[GOTO]
[GOTO]
-What do you want to store?[GOTO]
[GOTO]
[GOTO]
-The Don't worry, I'll keep it safe.; $C647BD
L_C647BD:
-Do you have anything else that you want me to store?[GOTO]
; $C647EF
L_C647EF:
-I'm sorry. My locker is full.; $C6480C
L_C6480C:
-I don't think you have anything to store.; $C64823
L_C64823:
-I think you should hang on to that.[GOTO]
; $C6483C
L_C6483C:
-What would you like returned?; $C64865
L_C64865:
[GOTO]
[GOTO]
[GOTO]
Take good care of it.-Is there anything else you want returned?[GOTO]
; $C648DA
L_C648DA:
[GOTO]
; $C648E3
L_C648E3:
-I'm not storing any of your stuff.[GOTO]
; $C648FC
L_C648FC:
-I think you are already carrying too many things.[GOTO]
; $C64916
L_C64916:
; $C6491E
L_C6491E:
-Do you need anything else from me?[GOTO]
; $C64930
L_C64930:
-I think c647bd,"-Do you have anything else that you want me to store?[GOTO]
; $C647EF
L_C647EF:
-I'm sorry. My locker is full.; $C6480C
L_C6480C:
-I don't think you have anything to store.; $C64823
L_C64823:
-I think you should hang on to that.[GOTO]
; $C6483C
L_C6483C:
-What would you like returned?; $C64865
L_C64865:
[GOTO]
[GOTO]
[GOTO]
Take good care of it.-Is there anything else you want returned?[GOTO]
; $C648DA
L_C648DA:
[GOTO]
; $C648E3
L_C648E3:
-I'm not storing any of your stuff.[GOTO]
; $C648FC
L_C648FC:
-I think you are already carrying too many things.[GOTO]
; $C64916
L_C64916:
; $C6491E
L_C6491E:
-Do you need anything else from me?[GOTO]
; $C64930
L_C64930:
-I think c647ef,"-I'm sorry. My locker is full.; $C6480C
L_C6480C:
-I don't think you have anything to store.; $C64823
L_C64823:
-I think you should hang on to that.[GOTO]
; $C6483C
L_C6483C:
-What would you like returned?; $C64865
L_C64865:
[GOTO]
[GOTO]
[GOTO]
Take good care of it.-Is there anything else you want returned?[GOTO]
; $C648DA
L_C648DA:
[GOTO]
; $C648E3
L_C648E3:
-I'm not storing any of your stuff.[GOTO]
; $C648FC
L_C648FC:
-I think you are already carrying too many things.[GOTO]
; $C64916
L_C64916:
; $C6491E
L_C6491E:
-Do you need anything else from me?[GOTO]
; $C64930
L_C64930:
-I think c6480c,"-I don't think you have anything to store.; $C64823
L_C64823:
-I think you should hang on to that.[GOTO]
; $C6483C
L_C6483C:
-What would you like returned?; $C64865
L_C64865:
[GOTO]
[GOTO]
[GOTO]
Take good care of it.-Is there anything else you want returned?[GOTO]
; $C648DA
L_C648DA:
[GOTO]
; $C648E3
L_C648E3:
-I'm not storing any of your stuff.[GOTO]
; $C648FC
L_C648FC:
-I think you are already carrying too many things.[GOTO]
; $C64916
L_C64916:
; $C6491E
L_C6491E:
-Do you need anything else from me?[GOTO]
; $C64930
L_C64930:
-I think c64823,"-I think you should hang on to that.[GOTO]
; $C6483C
L_C6483C:
-What would you like returned?; $C64865
L_C64865:
[GOTO]
[GOTO]
[GOTO]
Take good care of it.-Is there anything else you want returned?[GOTO]
; $C648DA
L_C648DA:
[GOTO]
; $C648E3
L_C648E3:
-I'm not storing any of your stuff.[GOTO]
; $C648FC
L_C648FC:
-I think you are already carrying too many things.[GOTO]
; $C64916
L_C64916:
; $C6491E
L_C6491E:
-Do you need anything else from me?[GOTO]
; $C64930
L_C64930:
-I think c6483c,"-What would you like returned?; $C64865
L_C64865:
[GOTO]
[GOTO]
[GOTO]
Take good care of it.-Is there anything else you want returned?[GOTO]
; $C648DA
L_C648DA:
[GOTO]
; $C648E3
L_C648E3:
-I'm not storing any of your stuff.[GOTO]
; $C648FC
L_C648FC:
-I think you are already carrying too many things.[GOTO]
; $C64916
L_C64916:
; $C6491E
L_C6491E:
-Do you need anything else from me?[GOTO]
; $C64930
L_C64930:
-I think c64865,"[GOTO]
[GOTO]
[GOTO]
Take good care of it.-Is there anything else you want returned?[GOTO]
; $C648DA
L_C648DA:
[GOTO]
; $C648E3
L_C648E3:
-I'm not storing any of your stuff.[GOTO]
; $C648FC
L_C648FC:
-I think you are already carrying too many things.[GOTO]
; $C64916
L_C64916:
; $C6491E
L_C6491E:
-Do you need anything else from me?[GOTO]
; $C64930
L_C64930:
-I think c648da,"[GOTO]
; $C648E3
L_C648E3:
-I'm not storing any of your stuff.[GOTO]
; $C648FC
L_C648FC:
-I think you are already carrying too many things.[GOTO]
; $C64916
L_C64916:
; $C6491E
L_C6491E:
-Do you need anything else from me?[GOTO]
; $C64930
L_C64930:
-I think c648e3,"-I'm not storing any of your stuff.[GOTO]
; $C648FC
L_C648FC:
-I think you are already carrying too many things.[GOTO]
; $C64916
L_C64916:
; $C6491E
L_C6491E:
-Do you need anything else from me?[GOTO]
; $C64930
L_C64930:
-I think c648fc,"-I think you are already carrying too many things.[GOTO]
; $C64916
L_C64916:
; $C6491E
L_C6491E:
-Do you need anything else from me?[GOTO]
; $C64930
L_C64930:
-I think c64916,"; $C6491E
L_C6491E:
-Do you need anything else from me?[GOTO]
; $C64930
L_C64930:
-I think c6491e,"-Do you need anything else from me?[GOTO]
; $C64930
L_C64930:
-I think c64930,"-I think c64946,"-Are you calling about the delivery of the -Pencil Eraser-?; $C64983
L_C64983:
-Oh, that's not what you want?[GOTO]
; $C64996
L_C64996:
-We'll send someone right away.[GOTO]
[END]"
c64983,"-Oh, that's not what you want?[GOTO]
; $C64996
L_C64996:
-We'll send someone right away.[GOTO]
[END]"
c64996,"-We'll send someone right away.[GOTO]
[END]"
c649b7,"-This is about the delivery of the -; $C649E8
L_C649E8:
-Oh, that's not what you want?[GOTO]
; $C649FB
L_C649FB:
-We'll send someone right away.[GOTO]
[END]"
c649e8,"-Oh, that's not what you want?[GOTO]
; $C649FB
L_C649FB:
-We'll send someone right away.[GOTO]
[END]"
c649fb,"-We'll send someone right away.[GOTO]
[END]"
c64a1c,"-Hello! This is Mach Pizza![GOTO]
[GOTO]
[GOTO]
[GOTO]
; $C64A47
L_C64A47:
What would you like to order?; $C64A92
L_C64A92:
-Call again![GOTO]
; $C64AA0
L_C64AA0:
-Sorry, they are all sold out.[GOTO]
; $C64AB8
L_C64AB8:
-You want one small pizza?[GOTO]
; $C64ACF
L_C64ACF:
-You want one large pizza?; $C64AE6
L_C64AE6:
; $C64B0B
L_C64B0B:
-(Click!)c64a47,"What would you like to order?; $C64A92
L_C64A92:
-Call again![GOTO]
; $C64AA0
L_C64AA0:
-Sorry, they are all sold out.[GOTO]
; $C64AB8
L_C64AB8:
-You want one small pizza?[GOTO]
; $C64ACF
L_C64ACF:
-You want one large pizza?; $C64AE6
L_C64AE6:
; $C64B0B
L_C64B0B:
-(Click!)c64a92,"-Call again![GOTO]
; $C64AA0
L_C64AA0:
-Sorry, they are all sold out.[GOTO]
; $C64AB8
L_C64AB8:
-You want one small pizza?[GOTO]
; $C64ACF
L_C64ACF:
-You want one large pizza?; $C64AE6
L_C64AE6:
; $C64B0B
L_C64B0B:
-(Click!)c64aa0,"-Sorry, they are all sold out.[GOTO]
; $C64AB8
L_C64AB8:
-You want one small pizza?[GOTO]
; $C64ACF
L_C64ACF:
-You want one large pizza?; $C64AE6
L_C64AE6:
; $C64B0B
L_C64B0B:
-(Click!)c64ab8,"-You want one small pizza?[GOTO]
; $C64ACF
L_C64ACF:
-You want one large pizza?; $C64AE6
L_C64AE6:
; $C64B0B
L_C64B0B:
-(Click!)c64acf,"-You want one large pizza?; $C64AE6
L_C64AE6:
; $C64B0B
L_C64B0B:
-(Click!)c64ae6,"; $C64B0B
L_C64B0B:
-(Click!)c64b0b,"-(Click!)c64b18,"-Our deliverymen are not available right now.-We can't deliver any pizza for the time being.[GOTO]
; $C64B59
L_C64B59:
-Our delivery men got tired and quit.-So, we decided to close the shop.-Thank you for consistently using us for all of your pizza needs. (Click!)c64b59,"-Our delivery men got tired and quit.-So, we decided to close the shop.-Thank you for consistently using us for all of your pizza needs. (Click!)c64bbf,"[GOTO]
-Hello! Mach Pizza delivery! Here is your pizza pie, sir.[GOTO]
; $C64C0A
L_C64C0A:
-That'll be $[GOTO]
; $C64C42
L_C64C42:
-I see. Call us again.; $C64C52
L_C64C52:
[GOTO]
[GOTO]
[END]"
c64c0a,"-That'll be $[GOTO]
; $C64C42
L_C64C42:
-I see. Call us again.; $C64C52
L_C64C52:
[GOTO]
[GOTO]
[END]"
c64c42,"-I see. Call us again.; $C64C52
L_C64C52:
[GOTO]
[GOTO]
[END]"
c64c52,"[GOTO]
[GOTO]
[END]"
c64c60,"[GOTO]
; $C64C6A
L_C64C6A:
-Thank you very much.[GOTO]
; $C64C9E
L_C64C9E:
-Oh, it looks like you can not carry any more. Call us again some other time.[GOTO]
; $C64CC9
L_C64CC9:
-Oh? You are a little short of cash. Well, call us again some other time.[GOTO]
; $C64CF8
L_C64CF8:
[GOTO]
-Hello! This is Mach Pizza. (hee, ha, he, ha)-...You must be at somewhere really strange, (hee, ha, he, ha)...-I couldn't deliver the pizza. The pizza got really cold and hard, and my legs are tired...-I am going to give up and go back.-...I hope I can find the way home... (hee, ha, he, ha)[GOTO]
[END]"
c64c6a,"-Thank you very much.[GOTO]
; $C64C9E
L_C64C9E:
-Oh, it looks like you can not carry any more. Call us again some other time.[GOTO]
; $C64CC9
L_C64CC9:
-Oh? You are a little short of cash. Well, call us again some other time.[GOTO]
; $C64CF8
L_C64CF8:
[GOTO]
-Hello! This is Mach Pizza. (hee, ha, he, ha)-...You must be at somewhere really strange, (hee, ha, he, ha)...-I couldn't deliver the pizza. The pizza got really cold and hard, and my legs are tired...-I am going to give up and go back.-...I hope I can find the way home... (hee, ha, he, ha)[GOTO]
[END]"
